selling_price,km_driven,fuel,seller_type,transmission,owner,age,brand
150000,70000,Diesel,Individual,Manual,Second Owner,16,Tata
400000,60000,Petrol,Individual,Manual,First Owner,15,Volkswagen
310000,30000,Petrol,Individual,Manual,Second Owner,11,Maruti
550000,30000,Petrol,Individual,Manual,First Owner,11,Maruti
550000,60000,Diesel,Individual,Manual,First Owner,10,Hyundai
320000,73000,Diesel,Individual,Manual,First Owner,13,Hyundai
50000,100000,Petrol,Individual,Manual,Fourth & Above Owner,34,Maruti
700000,50000,Diesel,Individual,Manual,Second Owner,9,Maruti
700000,110000,Diesel,Individual,Manual,Second Owner,14,Maruti
655000,84000,Diesel,Dealer,Manual,First Owner,9,Hyundai
200000,110000,LPG,Individual,Manual,First Owner,15,Chevrolet
375000,150000,Diesel,Individual,Manual,First Owner,14,Renault
470000,109052,Diesel,Dealer,Manual,First Owner,14,Hyundai
550000,90658,Diesel,Dealer,Manual,First Owner,11,Maruti
500000,110000,Diesel,Individual,Manual,Second Owner,12,Honda
210000,25000,Petrol,Individual,Manual,First Owner,11,Datsun
1451000,81000,Diesel,Dealer,Automatic,First Owner,13,Mercedes-Benz
245000,75000,Diesel,Dealer,Automatic,First Owner,17,Hyundai
700000,25552,Petrol,Dealer,Manual,Second Owner,9,Honda
300000,20000,Petrol,Individual,Manual,First Owner,8,Hyundai
350000,80000,Diesel,Individual,Manual,First Owner,9,Hyundai
635000,25000,Petrol,Dealer,Automatic,First Owner,9,Hyundai
325000,40700,Petrol,Individual,Manual,First Owner,14,Honda
1150000,65500,Diesel,Dealer,Automatic,First Owner,9,Mahindra
110000,42000,Petrol,Dealer,Manual,First Owner,18,Tata
890000,8000,Petrol,Dealer,Manual,First Owner,8,Honda
73000,80000,Petrol,Individual,Manual,Second Owner,19,Maruti
750000,6000,Petrol,Dealer,Manual,First Owner,10,Maruti
690000,11174,Petrol,Dealer,Manual,First Owner,8,Maruti
130000,120000,Petrol,Individual,Manual,First Owner,18,Tata
85000,85000,Petrol,Individual,Manual,Second Owner,19,Hyundai
1575000,10000,Petrol,Individual,Automatic,First Owner,8,Hyundai
325000,105000,Diesel,Individual,Manual,First Owner,13,Nissan
85000,120000,Petrol,Individual,Manual,Second Owner,28,Honda
860000,30000,Diesel,Dealer,Manual,Second Owner,8,Hyundai
690000,41000,Diesel,Individual,Manual,First Owner,9,Maruti
650000,54000,Diesel,Dealer,Manual,First Owner,13,Hyundai
375000,40000,Diesel,Individual,Manual,First Owner,12,Chevrolet
525000,71000,Diesel,Dealer,Manual,First Owner,13,Hyundai
330000,72500,Petrol,Dealer,Manual,First Owner,10,Maruti
280000,76600,Petrol,Dealer,Manual,First Owner,13,Maruti
470000,40000,Petrol,Individual,Manual,First Owner,12,Maruti
350000,110000,Diesel,Individual,Manual,First Owner,15,Volkswagen
480000,63000,Petrol,Dealer,Manual,First Owner,14,Honda
620000,60000,Diesel,Individual,Manual,First Owner,10,Hyundai
250000,58000,Petrol,Individual,Manual,First Owner,12,Datsun
78692,80000,Petrol,Individual,Manual,Second Owner,16,Chevrolet
350000,80000,Diesel,Individual,Manual,First Owner,14,Hyundai
250000,70000,Petrol,Individual,Manual,Second Owner,13,Maruti
260000,97700,Petrol,Individual,Manual,Fourth & Above Owner,15,Hyundai
640000,36000,Diesel,Individual,Manual,Second Owner,10,Honda
220000,90000,Diesel,Individual,Manual,Second Owner,18,Tata
465000,130000,Diesel,Individual,Manual,First Owner,11,Volkswagen
229999,120000,Diesel,Individual,Manual,Second Owner,16,Maruti
425000,15000,Petrol,Individual,Manual,First Owner,8,Maruti
95000,120000,Petrol,Individual,Manual,Third Owner,18,Tata
170000,170000,LPG,Individual,Manual,Third Owner,14,Hyundai
229999,37500,Petrol,Individual,Manual,Second Owner,10,Datsun
45000,50000,Petrol,Individual,Manual,Third Owner,27,Maruti
479000,145000,Petrol,Individual,Manual,Third Owner,19,Maruti
340000,30000,Petrol,Individual,Manual,First Owner,10,Hyundai
620000,35000,Petrol,Individual,Manual,First Owner,10,Maruti
270000,60000,Diesel,Individual,Manual,First Owner,14,Tata
400000,35000,Diesel,Individual,Manual,First Owner,8,Tata
260000,40000,Petrol,Individual,Manual,First Owner,11,Maruti
48000,50000,Petrol,Individual,Manual,Fourth & Above Owner,23,Hyundai
100000,23800,Petrol,Individual,Manual,Second Owner,11,Tata
490000,70000,Diesel,Individual,Manual,First Owner,11,Nissan
120000,90000,LPG,Individual,Manual,Second Owner,16,Maruti
125000,102000,Petrol,Individual,Manual,Second Owner,18,Hyundai
190000,5000,Petrol,Individual,Manual,First Owner,7,Maruti
500000,20000,Petrol,Individual,Manual,First Owner,15,Fiat
1800000,99000,Diesel,Individual,Automatic,First Owner,12,Toyota
320000,90000,Petrol,Individual,Manual,First Owner,18,Honda
250000,47000,Petrol,Dealer,Automatic,First Owner,19,Honda
105000,90000,Diesel,Individual,Manual,Third Owner,16,Ford
550000,20000,Petrol,Individual,Manual,First Owner,8,Hyundai
600000,1100,Petrol,Individual,Automatic,First Owner,7,Hyundai
210000,40000,Petrol,Individual,Manual,First Owner,6,Maruti
210000,15000,Petrol,Individual,Manual,First Owner,14,Maruti
150000,40000,Petrol,Individual,Manual,First Owner,17,Maruti
125000,60000,Petrol,Individual,Manual,First Owner,18,Hyundai
380000,20000,Petrol,Individual,Manual,First Owner,10,Maruti
600000,5000,Petrol,Individual,Manual,First Owner,7,Maruti
490000,27000,Petrol,Individual,Manual,First Owner,10,Maruti
545000,38000,Diesel,Individual,Manual,Second Owner,8,Maruti
250000,25000,Petrol,Individual,Manual,First Owner,11,Maruti
1050000,1100,Petrol,Individual,Manual,First Owner,6,Hyundai
100000,100000,Petrol,Individual,Manual,First Owner,19,Maruti
250000,100000,Diesel,Individual,Manual,Second Owner,12,Ford
100000,110000,Petrol,Individual,Manual,First Owner,19,Maruti
350000,60000,Diesel,Individual,Manual,Second Owner,10,Ford
370000,70000,Diesel,Individual,Manual,Second Owner,14,Renault
121000,110000,Petrol,Individual,Manual,Second Owner,22,Maruti
570000,44077,Petrol,Dealer,Automatic,First Owner,9,Ford
785000,24000,Diesel,Individual,Manual,First Owner,9,Maruti
850000,30000,Diesel,Individual,Manual,First Owner,8,Maruti
375000,30000,Petrol,Individual,Manual,Second Owner,10,Maruti
619000,40000,Petrol,Individual,Manual,First Owner,9,Maruti
335000,90000,Diesel,Individual,Manual,Second Owner,15,Chevrolet
500000,50000,Diesel,Individual,Manual,First Owner,20,Toyota
60000,100000,Petrol,Individual,Manual,Second Owner,23,Maruti
210000,210000,Diesel,Individual,Manual,First Owner,11,Mahindra
1900000,20000,Diesel,Individual,Manual,First Owner,7,Toyota
270000,70000,Diesel,Individual,Manual,Second Owner,13,Tata
225000,100000,Petrol,Individual,Manual,Second Owner,16,Maruti
150000,160000,Petrol,Individual,Manual,Second Owner,15,Maruti
173000,70000,Diesel,Individual,Manual,First Owner,13,Chevrolet
710000,110000,Diesel,Individual,Automatic,First Owner,9,Volkswagen
1500000,20000,Petrol,Individual,Manual,First Owner,7,Toyota
550000,20000,Petrol,Individual,Manual,First Owner,9,Maruti
58000,70000,Petrol,Individual,Manual,Second Owner,18,Maruti
1200000,60000,Petrol,Individual,Automatic,Third Owner,14,Audi
500000,150000,Diesel,Individual,Manual,First Owner,13,Mahindra
120000,83000,Petrol,Individual,Manual,Second Owner,17,Maruti
300000,250000,Diesel,Individual,Manual,First Owner,14,Toyota
300000,30000,Petrol,Individual,Manual,First Owner,8,Hyundai
295000,21000,Petrol,Individual,Manual,First Owner,11,Datsun
587000,80000,CNG,Individual,Manual,First Owner,8,Maruti
430000,50000,Petrol,Individual,Manual,Second Owner,14,Other
123000,50000,Petrol,Individual,Manual,Second Owner,19,Hyundai
450000,48500,Diesel,Individual,Automatic,Second Owner,14,Skoda
130000,60000,Petrol,Individual,Manual,Third Owner,19,Maruti
110000,90000,Diesel,Individual,Manual,Second Owner,16,Tata
200000,240000,Diesel,Individual,Manual,Third Owner,16,Mahindra
320000,70000,Petrol,Individual,Manual,Second Owner,11,Hyundai
300000,50000,Petrol,Individual,Manual,First Owner,12,Maruti
350000,110000,Petrol,Individual,Manual,First Owner,10,Volkswagen
800000,50000,Petrol,Individual,Manual,First Owner,8,Maruti
270000,175000,Diesel,Individual,Manual,First Owner,10,Hyundai
540000,60000,Petrol,Individual,Manual,First Owner,9,Hyundai
160000,60000,CNG,Individual,Manual,Second Owner,15,Maruti
340000,100000,Diesel,Individual,Manual,Second Owner,13,Maruti
350000,40000,Petrol,Individual,Manual,Second Owner,9,Maruti
300000,100000,Diesel,Individual,Manual,First Owner,15,Volkswagen
330000,63000,Diesel,Individual,Manual,First Owner,13,Maruti
325000,80000,CNG,Individual,Manual,Second Owner,10,Maruti
250000,55000,Diesel,Individual,Manual,First Owner,13,Maruti
250000,55000,Diesel,Individual,Manual,First Owner,13,Maruti
240000,60000,Petrol,Individual,Manual,First Owner,11,Chevrolet
545000,5000,Petrol,Individual,Manual,First Owner,6,Hyundai
300000,48000,Petrol,Dealer,Manual,First Owner,11,Hyundai
240000,50000,Petrol,Individual,Manual,First Owner,9,Renault
360000,15000,Petrol,Individual,Manual,First Owner,8,Renault
250000,70000,Diesel,Individual,Manual,First Owner,14,Hyundai
475000,105000,Diesel,Dealer,Automatic,First Owner,7,Skoda
600000,50000,Diesel,Individual,Manual,Second Owner,10,Hyundai
150000,80000,Diesel,Individual,Manual,Second Owner,16,Tata
700000,50000,Diesel,Individual,Manual,First Owner,9,Ford
1290000,5000,Diesel,Individual,Manual,First Owner,10,Mahindra
500000,10000,Petrol,Individual,Automatic,First Owner,8,Maruti
193000,45000,Petrol,Individual,Manual,Second Owner,14,Hyundai
800000,10000,Petrol,Individual,Manual,First Owner,11,Honda
150000,50000,Petrol,Individual,Manual,First Owner,18,Maruti
80000,40000,Petrol,Individual,Manual,Fourth & Above Owner,24,Maruti
130000,100000,Diesel,Individual,Manual,Third Owner,16,Ford
280000,80000,Diesel,Individual,Manual,Second Owner,14,Ford
229999,110000,Diesel,Individual,Manual,Second Owner,15,Mahindra
80000,120000,Petrol,Individual,Manual,First Owner,18,Maruti
70000,10000,Petrol,Individual,Manual,First Owner,16,Tata
240000,60000,Diesel,Individual,Manual,Second Owner,13,Maruti
380000,72000,Diesel,Individual,Manual,Second Owner,16,Mahindra
80000,110000,Petrol,Individual,Manual,First Owner,20,Hyundai
265000,50000,Petrol,Individual,Manual,First Owner,13,Hyundai
320000,25000,Petrol,Individual,Manual,First Owner,8,Hyundai
500000,120000,Diesel,Individual,Manual,Third Owner,12,Nissan
1300000,55000,Diesel,Individual,Manual,First Owner,10,Hyundai
1500000,35000,Diesel,Individual,Manual,First Owner,8,Mahindra
1800000,110000,Diesel,Individual,Automatic,First Owner,10,Toyota
600000,80000,Diesel,Individual,Manual,Second Owner,12,Mahindra
420000,80000,Petrol,Individual,Manual,First Owner,8,Tata
140000,120000,Petrol,Individual,Manual,First Owner,17,Maruti
300000,100000,Diesel,Individual,Manual,Second Owner,16,Skoda
100000,60000,Petrol,Dealer,Manual,Second Owner,20,Hyundai
350000,25000,Petrol,Dealer,Manual,First Owner,9,Maruti
850000,19000,Petrol,Dealer,Manual,First Owner,8,Ford
140000,54000,Petrol,Dealer,Manual,First Owner,18,Maruti
550000,17100,Petrol,Dealer,Manual,Second Owner,11,Ford
525000,19000,Petrol,Dealer,Automatic,First Owner,9,Hyundai
470000,146000,Diesel,Dealer,Manual,First Owner,11,Ford
900000,98000,Diesel,Dealer,Automatic,First Owner,13,Ford
500000,224642,Diesel,Dealer,Manual,Second Owner,15,Ford
80000,120000,Petrol,Individual,Manual,Second Owner,28,Maruti
175000,175000,Diesel,Individual,Manual,First Owner,15,Mahindra
1350000,15000,Diesel,Individual,Automatic,Second Owner,9,Mahindra
800000,50000,Diesel,Individual,Manual,First Owner,9,Renault
250000,15000,Petrol,Individual,Manual,First Owner,9,Datsun
700000,25000,Petrol,Individual,Automatic,First Owner,8,Maruti
800000,25000,Diesel,Individual,Manual,First Owner,7,Tata
660000,69000,Diesel,Individual,Manual,First Owner,13,Mahindra
465000,60000,Diesel,Individual,Manual,Third Owner,11,Maruti
180000,222435,Diesel,Individual,Manual,Second Owner,20,Mahindra
600000,66000,Diesel,Individual,Manual,Third Owner,9,Maruti
150000,110000,Petrol,Individual,Manual,First Owner,16,Ford
450000,78000,Diesel,Individual,Manual,Second Owner,12,Hyundai
721000,10000,Petrol,Individual,Manual,First Owner,7,Hyundai
300000,35000,Petrol,Individual,Manual,First Owner,8,Maruti
1000000,10000,Diesel,Individual,Manual,First Owner,7,Mahindra
300000,40000,Petrol,Individual,Manual,First Owner,10,Renault
450000,120000,Diesel,Individual,Manual,First Owner,13,Mahindra
79000,70000,Petrol,Individual,Automatic,First Owner,29,Maruti
545000,40000,Diesel,Individual,Manual,First Owner,9,Ford
844999,20000,Diesel,Individual,Manual,First Owner,8,Honda
700000,93000,Diesel,Individual,Manual,First Owner,10,Skoda
650000,159000,Diesel,Individual,Manual,First Owner,10,Toyota
525000,75000,Diesel,Individual,Manual,Second Owner,12,Ford
110000,101100,Diesel,Individual,Manual,Third Owner,20,Ford
180000,66000,Diesel,Individual,Manual,First Owner,15,Tata
280000,30000,Petrol,Individual,Manual,Second Owner,14,Hyundai
400000,10000,Petrol,Individual,Manual,First Owner,7,Renault
625000,126000,Diesel,Individual,Manual,Second Owner,14,Mahindra
535000,70000,Diesel,Individual,Manual,First Owner,11,Volkswagen
459999,50000,Diesel,Individual,Manual,First Owner,9,Maruti
300000,100000,Diesel,Individual,Manual,First Owner,16,Mahindra
280000,60000,Petrol,Individual,Automatic,First Owner,19,Honda
500000,70000,Petrol,Individual,Manual,First Owner,12,Honda
1200000,1200,Petrol,Individual,Manual,First Owner,7,Hyundai
180000,134444,Petrol,Individual,Automatic,Second Owner,15,Hyundai
78000,120000,Petrol,Individual,Manual,Second Owner,17,Maruti
160000,120000,Diesel,Individual,Manual,First Owner,15,Nissan
600000,238000,Diesel,Individual,Manual,First Owner,12,Mahindra
110000,100000,Petrol,Individual,Manual,Second Owner,18,Maruti
450000,110000,Diesel,Individual,Manual,Second Owner,15,Mahindra
1350000,35000,Diesel,Individual,Manual,First Owner,7,Mahindra
120000,165000,Petrol,Individual,Manual,Second Owner,23,Honda
1040000,42000,Diesel,Individual,Manual,First Owner,8,Honda
390000,70000,Diesel,Individual,Manual,Second Owner,12,Hyundai
65000,60000,Petrol,Individual,Manual,Second Owner,15,Tata
320000,115000,Diesel,Individual,Manual,Third Owner,13,Volkswagen
720000,70000,Diesel,Individual,Manual,First Owner,9,Volkswagen
220000,80000,Petrol,Individual,Manual,Second Owner,19,Maruti
225000,65000,Petrol,Dealer,Manual,First Owner,15,Maruti
200000,150000,Diesel,Individual,Manual,Second Owner,16,Tata
434999,75000,Diesel,Dealer,Manual,Second Owner,11,Toyota
300000,63700,Diesel,Individual,Manual,First Owner,14,Ford
700000,74800,Diesel,Individual,Manual,First Owner,8,Honda
500000,105000,Diesel,Individual,Manual,Second Owner,17,Ford
500000,40000,Diesel,Individual,Manual,First Owner,10,Renault
400000,90000,Diesel,Individual,Manual,Second Owner,10,Maruti
825000,75000,Diesel,Dealer,Manual,Second Owner,11,Toyota
720000,15000,Diesel,Individual,Manual,First Owner,8,Maruti
110000,30000,Petrol,Individual,Manual,Second Owner,17,Maruti
600000,100000,Diesel,Individual,Manual,Second Owner,12,Mahindra
275000,155000,Diesel,Individual,Automatic,Third Owner,17,Mahindra
2349000,149000,Diesel,Individual,Automatic,Second Owner,14,Other
740000,60000,Diesel,Individual,Manual,First Owner,9,Hyundai
800000,90000,Diesel,Individual,Manual,First Owner,9,Maruti
1100000,100000,Diesel,Individual,Manual,First Owner,7,Hyundai
750000,100000,Diesel,Individual,Automatic,Second Owner,14,BMW
200000,90000,Petrol,Individual,Manual,Second Owner,14,Maruti
210000,75000,Diesel,Individual,Manual,First Owner,17,Tata
270000,120000,Diesel,Individual,Manual,Second Owner,17,Maruti
630000,90000,Diesel,Individual,Manual,Second Owner,10,Toyota
375000,55000,Petrol,Individual,Manual,First Owner,11,Hyundai
300000,70000,Diesel,Individual,Manual,First Owner,16,Mahindra
580000,95000,Diesel,Individual,Manual,Second Owner,10,Mahindra
550000,50000,Diesel,Individual,Manual,First Owner,12,Hyundai
750000,50000,Diesel,Individual,Manual,First Owner,10,Maruti
250000,60516,Petrol,Individual,Manual,First Owner,12,Maruti
434999,235000,Diesel,Individual,Manual,Second Owner,14,Hyundai
900000,76731,Diesel,Dealer,Automatic,First Owner,19,Mercedes-Benz
685000,64000,Diesel,Dealer,Manual,First Owner,10,Maruti
540000,65000,Diesel,Dealer,Manual,First Owner,12,Maruti
1165000,13000,Petrol,Dealer,Automatic,Test Drive Car,8,Honda
610000,77000,Diesel,Dealer,Manual,First Owner,12,Ford
254999,24000,Petrol,Dealer,Manual,First Owner,15,Hyundai
280000,63840,Petrol,Dealer,Manual,First Owner,12,Nissan
370000,25000,Petrol,Individual,Manual,First Owner,9,Tata
459999,76400,Diesel,Individual,Manual,Second Owner,15,Tata
190000,80000,Diesel,Individual,Manual,Third Owner,15,Fiat
165000,100000,Petrol,Individual,Manual,Fourth & Above Owner,16,Fiat
710000,40000,Diesel,Individual,Manual,First Owner,9,Ford
1200000,15000,Petrol,Individual,Manual,First Owner,8,Hyundai
229999,70000,Petrol,Individual,Manual,First Owner,15,Maruti
310000,15000,Petrol,Individual,Manual,First Owner,8,Renault
320000,40000,Petrol,Individual,Manual,First Owner,11,Maruti
100000,54000,Petrol,Individual,Manual,First Owner,20,Maruti
160000,90000,Diesel,Individual,Manual,First Owner,17,Hyundai
60000,52000,Petrol,Individual,Manual,First Owner,19,Maruti
100000,200000,Diesel,Individual,Manual,Third Owner,14,Tata
350000,35000,Diesel,Individual,Manual,Second Owner,10,Chevrolet
700000,60000,Diesel,Individual,Manual,First Owner,9,Renault
300000,31489,Petrol,Individual,Manual,First Owner,9,Maruti
830000,40000,Diesel,Individual,Manual,First Owner,8,Hyundai
229999,70000,Petrol,Individual,Manual,First Owner,16,Hyundai
400000,100000,Diesel,Individual,Manual,First Owner,13,Hyundai
300000,70000,Petrol,Individual,Manual,Second Owner,21,Maruti
300000,50000,Diesel,Individual,Manual,First Owner,13,Ford
80000,180000,Diesel,Individual,Manual,Second Owner,17,Ford
80000,50000,Petrol,Individual,Manual,Second Owner,18,Maruti
100000,90000,Petrol,Individual,Manual,Second Owner,19,Maruti
300000,110000,Diesel,Individual,Manual,First Owner,14,Tata
700000,26000,Petrol,Individual,Automatic,First Owner,8,Maruti
975000,65000,Diesel,Individual,Manual,First Owner,10,Maruti
500000,130000,Diesel,Individual,Manual,First Owner,17,Chevrolet
550000,75000,Diesel,Individual,Manual,Second Owner,13,Renault
550000,110000,Diesel,Individual,Manual,Second Owner,12,Nissan
240000,50000,Petrol,Individual,Manual,First Owner,12,Maruti
50000,80000,Petrol,Individual,Manual,Second Owner,29,Maruti
120000,80000,Petrol,Individual,Manual,Second Owner,17,Tata
900000,60000,Petrol,Individual,Manual,Second Owner,13,Maruti
250000,90000,Petrol,Individual,Manual,Second Owner,17,Honda
280000,36000,Petrol,Individual,Manual,First Owner,9,Renault
85000,87000,Diesel,Individual,Manual,First Owner,16,Tata
90000,80000,Diesel,Individual,Manual,First Owner,15,Tata
500000,50000,Diesel,Individual,Manual,First Owner,11,Chevrolet
200000,60000,Petrol,Individual,Manual,First Owner,13,Maruti
250000,50000,Petrol,Individual,Manual,First Owner,11,Renault
185000,40000,Diesel,Individual,Manual,Third Owner,12,Maruti
100000,60000,Petrol,Individual,Manual,Second Owner,18,Hyundai
610000,55000,Diesel,Individual,Manual,First Owner,11,Toyota
290000,80000,Diesel,Individual,Manual,First Owner,14,Mahindra
225000,80000,Petrol,Individual,Manual,First Owner,11,Hyundai
320000,50000,Petrol,Individual,Manual,Second Owner,9,Maruti
135000,158000,Diesel,Individual,Manual,Third Owner,14,Tata
600000,19495,Petrol,Dealer,Manual,First Owner,10,Nissan
570000,62668,Diesel,Dealer,Manual,First Owner,13,Renault
850000,85710,Diesel,Dealer,Manual,First Owner,13,Mahindra
250000,55130,Diesel,Dealer,Manual,Second Owner,15,Ford
580000,63356,Diesel,Dealer,Manual,Second Owner,12,Ford
1680000,129627,Diesel,Dealer,Manual,First Owner,14,Toyota
180000,15000,Petrol,Individual,Manual,First Owner,16,Chevrolet
300000,50000,Petrol,Individual,Manual,First Owner,9,Tata
269000,70000,Petrol,Individual,Manual,Second Owner,14,Toyota
231999,20000,Petrol,Individual,Manual,First Owner,8,Maruti
150000,60000,Petrol,Individual,Manual,Third Owner,15,Chevrolet
495000,5000,Petrol,Individual,Manual,First Owner,9,Hyundai
700000,15000,Petrol,Individual,Manual,First Owner,12,Maruti
400000,4400,Petrol,Individual,Manual,Second Owner,8,Datsun
599000,15000,Diesel,Individual,Manual,Third Owner,7,Mahindra
421000,45000,Diesel,Individual,Manual,First Owner,13,Renault
295000,38500,Petrol,Individual,Manual,First Owner,12,Hyundai
220000,25000,Petrol,Individual,Manual,First Owner,15,Hyundai
250000,35000,Diesel,Individual,Manual,First Owner,13,Ford
1100000,110000,Diesel,Individual,Manual,Second Owner,17,Toyota
300000,40000,Petrol,Individual,Manual,First Owner,14,Hyundai
80000,110000,Petrol,Individual,Manual,Second Owner,19,Chevrolet
215000,20000,Diesel,Individual,Manual,Third Owner,13,Chevrolet
245000,14987,Petrol,Dealer,Manual,First Owner,14,Hyundai
650000,25061,Diesel,Dealer,Manual,First Owner,10,Ford
760000,42494,Diesel,Dealer,Manual,First Owner,9,Ford
395000,44875,Diesel,Dealer,Manual,First Owner,12,Honda
280000,89741,Diesel,Dealer,Manual,Second Owner,12,Ford
495000,65000,Diesel,Dealer,Manual,First Owner,10,Honda
525000,35000,Diesel,Dealer,Manual,First Owner,10,Honda
210000,34500,Diesel,Individual,Manual,First Owner,16,Tata
650000,30000,Petrol,Individual,Manual,First Owner,8,Hyundai
2300000,39000,Diesel,Individual,Automatic,First Owner,8,BMW
525000,16000,Diesel,Individual,Manual,First Owner,7,Ford
195000,80000,CNG,Individual,Manual,Second Owner,16,Maruti
650000,60000,Diesel,Individual,Manual,First Owner,10,Maruti
540000,110000,Diesel,Individual,Manual,First Owner,11,Mahindra
180000,61000,Petrol,Individual,Manual,First Owner,12,Maruti
980000,50000,Diesel,Individual,Manual,First Owner,8,Maruti
250000,90000,Diesel,Individual,Manual,First Owner,12,Fiat
550000,35000,Petrol,Individual,Automatic,First Owner,8,Hyundai
509999,43000,Petrol,Individual,Manual,Second Owner,11,Volkswagen
320000,50000,Petrol,Individual,Manual,First Owner,9,Maruti
275000,25000,Petrol,Individual,Manual,First Owner,10,Hyundai
550000,222252,Diesel,Individual,Manual,First Owner,13,Mahindra
145000,50000,Petrol,Individual,Manual,Second Owner,17,Maruti
250000,80000,Diesel,Individual,Manual,First Owner,13,Fiat
520000,35000,Diesel,Individual,Manual,First Owner,14,Hyundai
95000,85000,Petrol,Individual,Manual,Second Owner,19,Maruti
725000,110000,Diesel,Individual,Manual,Third Owner,15,Toyota
55000,70000,Petrol,Individual,Manual,Second Owner,20,Maruti
600000,100000,Diesel,Individual,Manual,First Owner,12,Honda
330000,120000,Diesel,Individual,Manual,Second Owner,13,Volkswagen
470000,89000,Diesel,Individual,Manual,First Owner,11,Maruti
365000,120000,Diesel,Individual,Manual,First Owner,13,Maruti
250000,40000,Petrol,Individual,Manual,Second Owner,13,Hyundai
430000,17000,Petrol,Individual,Manual,First Owner,9,Maruti
400000,125000,Diesel,Individual,Manual,Second Owner,13,Maruti
615000,110000,Petrol,Individual,Manual,Second Owner,11,Maruti
150000,120000,Diesel,Individual,Manual,Second Owner,15,Ford
240000,90000,Diesel,Individual,Manual,First Owner,12,Ford
800000,90000,Diesel,Individual,Manual,First Owner,12,Mahindra
240000,110000,LPG,Individual,Manual,First Owner,11,Hyundai
600000,87000,Diesel,Individual,Manual,Second Owner,12,Ford
800000,15000,Diesel,Individual,Manual,First Owner,12,Mahindra
350000,38000,Petrol,Individual,Manual,First Owner,14,Ford
300000,64000,Petrol,Individual,Manual,Second Owner,15,Honda
399000,55250,Diesel,Individual,Manual,First Owner,11,Tata
300000,110000,Diesel,Individual,Manual,First Owner,15,Mahindra
150000,70000,Petrol,Individual,Automatic,First Owner,14,Maruti
320000,60000,Diesel,Individual,Manual,Third Owner,16,Chevrolet
1280000,17000,Diesel,Individual,Manual,First Owner,8,Tata
300000,13000,Petrol,Individual,Manual,Second Owner,9,Renault
1000000,60000,Diesel,Individual,Manual,First Owner,10,Nissan
1090000,120000,Diesel,Individual,Manual,Second Owner,14,Other
450000,97000,Diesel,Individual,Manual,Second Owner,14,Tata
60000,130000,Petrol,Individual,Manual,Second Owner,19,Tata
500000,50000,Petrol,Individual,Manual,First Owner,13,Maruti
200000,120000,Diesel,Individual,Manual,Second Owner,14,Tata
60000,100000,Petrol,Individual,Manual,Second Owner,20,Maruti
185000,67000,CNG,Dealer,Manual,Second Owner,14,Hyundai
155000,60000,Petrol,Individual,Manual,First Owner,11,Maruti
600000,5000,Petrol,Individual,Manual,First Owner,7,Maruti
300000,20000,Petrol,Individual,Manual,First Owner,10,Renault
850000,12500,Petrol,Individual,Manual,First Owner,8,Hyundai
470000,4000,CNG,Individual,Manual,First Owner,7,Maruti
600000,25000,Petrol,Individual,Manual,First Owner,7,Ford
700000,70000,Diesel,Individual,Manual,Second Owner,13,Toyota
70000,162000,LPG,Individual,Manual,First Owner,19,Maruti
1250000,205000,Diesel,Individual,Manual,Second Owner,16,Toyota
650000,70000,Petrol,Individual,Automatic,Third Owner,18,Audi
450000,70000,Diesel,Individual,Manual,Second Owner,8,Hyundai
750000,100000,Diesel,Individual,Manual,Second Owner,12,Mahindra
775000,70000,Diesel,Individual,Manual,Second Owner,13,Toyota
800000,220000,Diesel,Individual,Manual,First Owner,15,Hyundai
360000,80000,Petrol,Individual,Manual,Second Owner,11,Honda
250000,120000,Diesel,Individual,Manual,First Owner,16,Toyota
1490000,22038,Diesel,Individual,Manual,First Owner,9,Other
600000,80000,Diesel,Individual,Manual,First Owner,13,Nissan
120000,90000,Petrol,Individual,Manual,First Owner,16,Maruti
320000,140000,Diesel,Individual,Manual,Second Owner,14,Tata
400000,120000,Diesel,Individual,Manual,Second Owner,15,Mahindra
302000,60000,Diesel,Individual,Manual,First Owner,11,Maruti
150000,60000,Petrol,Individual,Manual,Second Owner,12,Maruti
200000,90000,Diesel,Individual,Manual,Second Owner,14,Tata
120000,175000,Diesel,Individual,Manual,Second Owner,18,Maruti
1400000,10000,Diesel,Individual,Manual,First Owner,7,Mahindra
620000,65000,Petrol,Individual,Manual,First Owner,9,Hyundai
449000,90000,Diesel,Individual,Manual,First Owner,14,Toyota
100000,70000,Petrol,Individual,Manual,First Owner,19,Maruti
600000,2500,Petrol,Individual,Manual,First Owner,8,Hyundai
250000,40000,Diesel,Individual,Manual,First Owner,14,Chevrolet
550000,63000,Petrol,Individual,Manual,First Owner,8,Maruti
360000,70000,Diesel,Individual,Manual,First Owner,12,Skoda
650000,60000,Petrol,Dealer,Automatic,First Owner,14,Skoda
199000,92000,Diesel,Dealer,Manual,Third Owner,14,Ford
285000,89126,Diesel,Individual,Manual,First Owner,12,Mahindra
260000,134000,Diesel,Individual,Automatic,First Owner,17,Volkswagen
869999,15000,Petrol,Dealer,Automatic,First Owner,7,Maruti
425000,42500,Diesel,Dealer,Manual,First Owner,10,Hyundai
490000,42000,Diesel,Dealer,Automatic,First Owner,14,Chevrolet
750000,70000,Diesel,Individual,Automatic,Second Owner,11,Mahindra
125000,110000,Petrol,Individual,Manual,Third Owner,22,Honda
